Model;Instance;element;Name;Start Waiting;Start;End;Waiting Time;Process Time;Fixed Cost;Variable Cost;Resources;GetStores;PutStores
Credit Application Clerk;instance1;START;Credit application received;0;0;0;0;0;0;0;;;
Credit Application Clerk;instance1;activity;Check income sources;0;0;8.310821623620866;0.0;8.310821623620866;5;4.155410811810433;Clerk;;
Credit Application Clerk;instance1;activity;Check credit history;0;0;12.196041188821098;0.0;12.196041188821098;5;6.098020594410549;Clerk;;
Credit Application Clerk;instance1;intermediate;Credit Application checked;12.196041188821098;12.196041188821098;12.196041188821098;0.0;0.0;0;0;;;Application store
Credit Application Credit Officer;instance1;START;Credit application received;12.196041188821098;12.196041188821098;12.196041188821098;0.0;0.0;0;0;;Application store;
Credit Application Clerk;instance2;START;Credit application received;19.286551053688214;19.286551053688214;19.286551053688214;0.0;0.0;0;0;;;
Credit Application Clerk;instance1;activity;Send e-mail to customer;12.196041188821098;12.196041188821098;19.953026730999337;0.0;7.756985542178238;5;3.878492771089119;Clerk;;
Credit Application Clerk;instance1;END;Customer notified;19.953026730999337;19.953026730999337;19.953026730999337;0.0;0.0;0;0;;;
Credit Application Clerk;instance2;activity;Check credit history;19.286551053688214;19.286551053688214;27.80500903661399;0.0;8.518457982925774;5;4.259228991462887;Clerk;;
Credit Application Credit Officer;instance1;activity;Assess application;12.196041188821098;12.196041188821098;32.46487867987805;0.0;20.26883749105695;5;20.26883749105695;Credit Officer;;
Credit Application Clerk;instance2;activity;Check income sources;19.286551053688214;19.286551053688214;32.669760437026774;0.0;13.383209383338562;5;6.691604691669281;Clerk;;
Credit Application Clerk;instance2;intermediate;Credit Application checked;32.669760437026774;32.669760437026774;32.669760437026774;0.0;0.0;0;0;;;Application store
Credit Application Credit Officer;instance2;START;Credit application received;32.669760437026774;32.669760437026774;32.669760437026774;0.0;0.0;0;0;;Application store;
Credit Application Clerk;instance3;START;Credit application received;41.283726487176104;41.283726487176104;41.283726487176104;0.0;0.0;0;0;;;
Credit Application Credit Officer;instance1;activity;Make credit offer;32.46487867987805;32.46487867987805;41.49882498345611;0.0;9.033946303578064;5;9.033946303578064;Credit Officer;;
Credit Application Credit Officer;instance1;END;Credit application processed;41.49882498345611;41.49882498345611;41.49882498345611;0.0;0.0;0;0;;;
Credit Application Clerk;instance2;activity;Send e-mail to customer;32.669760437026774;32.669760437026774;42.74274044709191;0.0;10.07298001006514;5;5.03649000503257;Clerk;;
Credit Application Clerk;instance2;END;Customer notified;42.74274044709191;42.74274044709191;42.74274044709191;0.0;0.0;0;0;;;
Credit Application Clerk;instance3;activity;Check credit history;41.283726487176104;41.283726487176104;51.089421773799316;0.0;9.80569528662321;5;4.902847643311605;Clerk;;
Credit Application Clerk;instance3;activity;Check income sources;41.283726487176104;41.283726487176104;53.11875120565381;0.0;11.835024718477703;5;5.917512359238851;Clerk;;
Credit Application Clerk;instance3;intermediate;Credit Application checked;53.11875120565381;53.11875120565381;53.11875120565381;0.0;0.0;0;0;;;Application store
Credit Application Credit Officer;instance3;START;Credit application received;53.11875120565381;53.11875120565381;53.11875120565381;0.0;0.0;0;0;;Application store;
Credit Application Credit Officer;instance2;activity;Assess application;32.669760437026774;32.669760437026774;54.45812984543883;0.0;21.788369408412063;5;21.788369408412063;Credit Officer;;
Credit Application Clerk;instance3;activity;Send e-mail to customer;53.11875120565381;53.11875120565381;62.59376443871322;0.0;9.475013233059412;5;4.737506616529706;Clerk;;
Credit Application Clerk;instance3;END;Customer notified;62.59376443871322;62.59376443871322;62.59376443871322;0.0;0.0;0;0;;;
Credit Application Clerk;instance4;START;Credit application received;62.7096423410471;62.7096423410471;62.7096423410471;0.0;0.0;0;0;;;
Credit Application Credit Officer;instance2;activity;Make credit offer;54.45812984543883;54.45812984543883;66.86590494657213;0.0;12.407775101133302;5;12.407775101133302;Credit Officer;;
Credit Application Credit Officer;instance2;END;Credit application processed;66.86590494657213;66.86590494657213;66.86590494657213;0.0;0.0;0;0;;;
Credit Application Clerk;instance4;activity;Check income sources;62.7096423410471;62.7096423410471;71.82314693554633;0.0;9.113504594499227;5;4.556752297249614;Clerk;;
Credit Application Clerk;instance4;activity;Check credit history;62.7096423410471;62.7096423410471;71.90683447519586;0.0;9.197192134148764;5;4.598596067074382;Clerk;;
Credit Application Clerk;instance4;intermediate;Credit Application checked;71.90683447519586;71.90683447519586;71.90683447519586;0.0;0.0;0;0;;;Application store
Credit Application Credit Officer;instance4;START;Credit application received;71.90683447519586;71.90683447519586;71.90683447519586;0.0;0.0;0;0;;Application store;
Credit Application Credit Officer;instance3;activity;Assess application;53.11875120565381;53.11875120565381;73.28088336057287;0.0;20.16213215491906;5;20.16213215491906;Credit Officer;;
Credit Application Clerk;instance4;activity;Send e-mail to customer;71.90683447519586;71.90683447519586;80.8857197083803;0.0;8.978885233184428;5;4.489442616592214;Clerk;;
Credit Application Clerk;instance4;END;Customer notified;80.8857197083803;80.8857197083803;80.8857197083803;0.0;0.0;0;0;;;
Credit Application Clerk;instance5;START;Credit application received;81.96518379449076;81.96518379449076;81.96518379449076;0.0;0.0;0;0;;;
Credit Application Credit Officer;instance3;activity;Make credit offer;73.28088336057287;73.28088336057287;82.49280969877164;0.0;9.211926338198765;5;9.211926338198765;Credit Officer;;
Credit Application Credit Officer;instance3;END;Credit application processed;82.49280969877164;82.49280969877164;82.49280969877164;0.0;0.0;0;0;;;
Credit Application Clerk;instance5;activity;Check credit history;81.96518379449076;81.96518379449076;91.0380802909972;0.0;9.07289649650645;5;4.536448248253225;Clerk;;
Credit Application Credit Officer;instance4;activity;Assess application;71.90683447519586;71.90683447519586;92.36285985433304;0.0;20.456025379137166;5;20.456025379137166;Credit Officer;;
Credit Application Clerk;instance5;activity;Check income sources;81.96518379449076;81.96518379449076;98.55385899864606;0.0;16.588675204155308;5;8.294337602077654;Clerk;;
Credit Application Clerk;instance5;intermediate;Credit Application checked;98.55385899864606;98.55385899864606;98.55385899864606;0.0;0.0;0;0;;;Application store
Credit Application Credit Officer;instance5;START;Credit application received;98.55385899864606;98.55385899864606;98.55385899864606;0.0;0.0;0;0;;Application store;
Credit Application Clerk;instance6;START;Credit application received;102.6750217050595;102.6750217050595;102.6750217050595;0.0;0.0;0;0;;;
Credit Application Credit Officer;instance4;activity;Make credit offer;92.36285985433304;92.36285985433304;103.74141103854299;0.0;11.37855118420995;5;11.37855118420995;Credit Officer;;
Credit Application Credit Officer;instance4;END;Credit application processed;103.74141103854299;103.74141103854299;103.74141103854299;0.0;0.0;0;0;;;
Credit Application Clerk;instance5;activity;Send e-mail to customer;98.55385899864606;98.55385899864606;108.24907528147855;0.0;9.69521628283249;5;4.847608141416245;Clerk;;
Credit Application Clerk;instance5;END;Customer notified;108.24907528147855;108.24907528147855;108.24907528147855;0.0;0.0;0;0;;;
Credit Application Clerk;instance6;activity;Check credit history;102.6750217050595;102.6750217050595;111.33683430501591;0.0;8.661812599956402;5;4.330906299978201;Clerk;;
Credit Application Clerk;instance6;activity;Check income sources;102.6750217050595;102.6750217050595;113.1566132384391;0.0;10.481591533379596;5;5.240795766689798;Clerk;;
Credit Application Clerk;instance6;intermediate;Credit Application checked;113.1566132384391;113.1566132384391;113.1566132384391;0.0;0.0;0;0;;;Application store
Credit Application Credit Officer;instance6;START;Credit application received;113.1566132384391;113.1566132384391;113.1566132384391;0.0;0.0;0;0;;Application store;
Credit Application Credit Officer;instance5;activity;Assess application;98.55385899864606;98.55385899864606;119.00428716257034;0.0;20.450428163924265;5;20.450428163924265;Credit Officer;;
Credit Application Clerk;instance6;activity;Send e-mail to customer;113.1566132384391;113.1566132384391;122.27924344496711;0.0;9.122630206528003;5;4.561315103264001;Clerk;;
Credit Application Clerk;instance6;END;Customer notified;122.27924344496711;122.27924344496711;122.27924344496711;0.0;0.0;0;0;;;
Credit Application Clerk;instance7;START;Credit application received;122.83818642638984;122.83818642638984;122.83818642638984;0.0;0.0;0;0;;;
Credit Application Credit Officer;instance5;activity;Notify rejection;119.00428716257034;119.00428716257034;129.66793170230963;0.0;10.663644539739305;5;10.663644539739305;Credit Officer;;
Credit Application Credit Officer;instance5;activity;Receive customer feedback;129.66793170230963;129.66793170230963;129.66793170230963;0.0;0;0;0;;;
Credit Application Credit Officer;instance5;END;Credit application processed;129.66793170230963;129.66793170230963;129.66793170230963;0.0;0.0;0;0;;;
Credit Application Credit Officer;instance6;activity;Assess application;113.1566132384391;113.1566132384391;133.62485318159025;0.0;20.468239943151158;5;20.468239943151158;Credit Officer;;
Credit Application Clerk;instance7;activity;Check credit history;122.83818642638984;122.83818642638984;136.61496542534985;0.0;13.776778998960024;5;6.888389499480012;Clerk;;
Credit Application Clerk;instance7;activity;Check income sources;122.83818642638984;122.83818642638984;139.68354184627978;0.0;16.84535541988994;5;8.42267770994497;Clerk;;
Credit Application Clerk;instance7;intermediate;Credit Application checked;139.68354184627978;139.68354184627978;139.68354184627978;0.0;0.0;0;0;;;Application store
Credit Application Credit Officer;instance7;START;Credit application received;139.68354184627978;139.68354184627978;139.68354184627978;0.0;0.0;0;0;;Application store;
Credit Application Clerk;instance8;START;Credit application received;142.68900455133635;142.68900455133635;142.68900455133635;0.0;0.0;0;0;;;
Credit Application Credit Officer;instance6;activity;Make credit offer;133.62485318159025;133.62485318159025;147.0843836378803;0.0;13.45953045629005;5;13.45953045629005;Credit Officer;;
Credit Application Credit Officer;instance6;END;Credit application processed;147.0843836378803;147.0843836378803;147.0843836378803;0.0;0.0;0;0;;;
Credit Application Clerk;instance7;activity;Send e-mail to customer;139.68354184627978;139.68354184627978;149.97463963219676;0.0;10.29109778591697;5;5.145548892958485;Clerk;;
Credit Application Clerk;instance7;END;Customer notified;149.97463963219676;149.97463963219676;149.97463963219676;0.0;0.0;0;0;;;
Credit Application Clerk;instance8;activity;Check income sources;142.68900455133635;142.68900455133635;150.76387559084435;0.0;8.074871039507991;5;4.037435519753996;Clerk;;
Credit Application Clerk;instance8;activity;Check credit history;142.68900455133635;142.68900455133635;156.41397362110732;0.0;13.724969069770973;5;6.862484534885486;Clerk;;
Credit Application Clerk;instance8;intermediate;Credit Application checked;156.41397362110732;156.41397362110732;156.41397362110732;0.0;0.0;0;0;;;Application store
Credit Application Credit Officer;instance8;START;Credit application received;156.41397362110732;156.41397362110732;156.41397362110732;0.0;0.0;0;0;;Application store;
Credit Application Clerk;instance9;START;Credit application received;161.5646827607509;161.5646827607509;161.5646827607509;0.0;0.0;0;0;;;
Credit Application Credit Officer;instance7;activity;Assess application;139.68354184627978;139.68354184627978;161.84451009899158;0.0;22.160968252711786;5;22.160968252711786;Credit Officer;;
Credit Application Clerk;instance8;activity;Send e-mail to customer;156.41397362110732;156.41397362110732;165.2398481101711;0.0;8.825874489063775;5;4.4129372445318875;Clerk;;
Credit Application Clerk;instance8;END;Customer notified;165.2398481101711;165.2398481101711;165.2398481101711;0.0;0.0;0;0;;;
Credit Application Clerk;instance9;activity;Check credit history;161.5646827607509;161.5646827607509;170.84916589468605;0.0;9.284483133935131;5;4.642241566967566;Clerk;;
Credit Application Credit Officer;instance7;activity;Make credit offer;161.84451009899158;161.84451009899158;171.7875684448262;0.0;9.943058345834626;5;9.943058345834626;Credit Officer;;
Credit Application Credit Officer;instance7;END;Credit application processed;171.7875684448262;171.7875684448262;171.7875684448262;0.0;0.0;0;0;;;
Credit Application Clerk;instance9;activity;Check income sources;161.5646827607509;161.5646827607509;172.01012485525996;0.0;10.445442094509055;5;5.222721047254527;Clerk;;
Credit Application Clerk;instance9;intermediate;Credit Application checked;172.01012485525996;172.01012485525996;172.01012485525996;0.0;0.0;0;0;;;Application store
Credit Application Credit Officer;instance9;START;Credit application received;172.01012485525996;172.01012485525996;172.01012485525996;0.0;0.0;0;0;;Application store;
Credit Application Credit Officer;instance8;activity;Assess application;156.41397362110732;156.41397362110732;178.05440013880266;0.0;21.64042651769534;5;21.64042651769534;Credit Officer;;
Credit Application Clerk;instance10;START;Credit application received;181.5281846261888;181.5281846261888;181.5281846261888;0.0;0.0;0;0;;;
Credit Application Clerk;instance9;activity;Send e-mail to customer;172.01012485525996;172.01012485525996;181.99946306835926;0.0;9.989338213099314;5;4.994669106549657;Clerk;;
Credit Application Clerk;instance9;END;Customer notified;181.99946306835926;181.99946306835926;181.99946306835926;0.0;0.0;0;0;;;
Credit Application Credit Officer;instance8;activity;Make credit offer;178.05440013880266;178.05440013880266;189.43501014854291;0.0;11.380610009740241;5;11.380610009740241;Credit Officer;;
Credit Application Credit Officer;instance8;END;Credit application processed;189.43501014854291;189.43501014854291;189.43501014854291;0.0;0.0;0;0;;;
Credit Application Clerk;instance10;activity;Check credit history;181.5281846261888;181.5281846261888;189.88747687723026;0.0;8.359292251041461;5;4.179646125520731;Clerk;;
Credit Application Clerk;instance10;activity;Check income sources;181.5281846261888;181.5281846261888;192.1597260542566;0.0;10.631541428067793;5;5.315770714033897;Clerk;;
Credit Application Clerk;instance10;intermediate;Credit Application checked;192.1597260542566;192.1597260542566;192.1597260542566;0.0;0.0;0;0;;;Application store
Credit Application Credit Officer;instance10;START;Credit application received;192.1597260542566;192.1597260542566;192.1597260542566;0.0;0.0;0;0;;Application store;
Credit Application Credit Officer;instance9;activity;Assess application;172.01012485525996;172.01012485525996;192.31501853171616;0.0;20.3048936764562;5;20.3048936764562;Credit Officer;;
Credit Application Credit Officer;instance9;activity;Make credit offer;192.31501853171616;192.31501853171616;202.09876427595;0.0;9.783745744233851;5;9.783745744233851;Credit Officer;;
Credit Application Credit Officer;instance9;END;Credit application processed;202.09876427595;202.09876427595;202.09876427595;0.0;0.0;0;0;;;
Credit Application Clerk;instance11;START;Credit application received;202.1666296767362;202.1666296767362;202.1666296767362;0.0;0.0;0;0;;;
Credit Application Clerk;instance10;activity;Send e-mail to customer;192.1597260542566;192.1597260542566;202.38249198151402;0.0;10.222765927257429;5;5.1113829636287145;Clerk;;
Credit Application Clerk;instance10;END;Customer notified;202.38249198151402;202.38249198151402;202.38249198151402;0.0;0.0;0;0;;;
Credit Application Clerk;instance11;activity;Check credit history;202.1666296767362;202.1666296767362;208.06111928544252;0.0;5.894489608706314;5;2.947244804353157;Clerk;;
Credit Application Credit Officer;instance10;activity;Assess application;192.1597260542566;192.1597260542566;212.73155220223538;0.0;20.571826147978793;5;20.571826147978793;Credit Officer;;
Credit Application Clerk;instance11;activity;Check income sources;202.1666296767362;202.1666296767362;215.8165396961327;0.0;13.649910019396525;5;6.824955009698263;Clerk;;
Credit Application Clerk;instance11;intermediate;Credit Application checked;215.8165396961327;215.8165396961327;215.8165396961327;0.0;0.0;0;0;;;Application store
Credit Application Credit Officer;instance11;START;Credit application received;215.8165396961327;215.8165396961327;215.8165396961327;0.0;0.0;0;0;;Application store;
Credit Application Credit Officer;instance10;activity;Make credit offer;212.73155220223538;212.73155220223538;218.91031119835662;0.0;6.178758996121248;5;6.178758996121248;Credit Officer;;
Credit Application Credit Officer;instance10;END;Credit application processed;218.91031119835662;218.91031119835662;218.91031119835662;0.0;0.0;0;0;;;
Credit Application Clerk;instance12;START;Credit application received;221.09705917721956;221.09705917721956;221.09705917721956;0.0;0.0;0;0;;;
Credit Application Clerk;instance11;activity;Send e-mail to customer;215.8165396961327;215.8165396961327;224.64091754520172;0.0;8.824377849069002;5;4.412188924534501;Clerk;;
Credit Application Clerk;instance11;END;Customer notified;224.64091754520172;224.64091754520172;224.64091754520172;0.0;0.0;0;0;;;
Credit Application Clerk;instance12;activity;Check income sources;221.09705917721956;221.09705917721956;230.52605943262287;0.0;9.429000255403315;5;4.714500127701657;Clerk;;
Credit Application Clerk;instance12;activity;Check credit history;221.09705917721956;221.09705917721956;231.9935861539005;0.0;10.896526976680944;5;5.448263488340472;Clerk;;
Credit Application Clerk;instance12;intermediate;Credit Application checked;231.9935861539005;231.9935861539005;231.9935861539005;0.0;0.0;0;0;;;Application store
Credit Application Credit Officer;instance12;START;Credit application received;231.9935861539005;231.9935861539005;231.9935861539005;0.0;0.0;0;0;;Application store;
Credit Application Credit Officer;instance11;activity;Assess application;215.8165396961327;215.8165396961327;237.98978445827484;0.0;22.173244762142144;5;22.173244762142144;Credit Officer;;
Credit Application Clerk;instance13;START;Credit application received;240.53771780927957;240.53771780927957;240.53771780927957;0.0;0.0;0;0;;;
Credit Application Clerk;instance12;activity;Send e-mail to customer;231.9935861539005;231.9935861539005;243.1988024384916;0.0;11.205216284591108;5;5.602608142295554;Clerk;;
Credit Application Clerk;instance12;END;Customer notified;243.1988024384916;243.1988024384916;243.1988024384916;0.0;0.0;0;0;;;
Credit Application Clerk;instance13;activity;Check income sources;240.53771780927957;240.53771780927957;245.9620491799077;0.0;5.424331370628118;5;2.712165685314059;Clerk;;
Credit Application Credit Officer;instance11;activity;Notify rejection;237.98978445827484;237.98978445827484;246.67985974601766;0.0;8.69007528774282;5;8.69007528774282;Credit Officer;;
Credit Application Credit Officer;instance11;activity;Receive customer feedback;246.67985974601766;246.67985974601766;246.67985974601766;0.0;0;0;0;;;
Credit Application Credit Officer;instance11;END;Credit application processed;246.67985974601766;246.67985974601766;246.67985974601766;0.0;0.0;0;0;;;
Credit Application Clerk;instance13;activity;Check credit history;240.53771780927957;240.53771780927957;248.70509918513878;0.0;8.167381375859213;5;4.083690687929606;Clerk;;
Credit Application Clerk;instance13;intermediate;Credit Application checked;248.70509918513878;248.70509918513878;248.70509918513878;0.0;0.0;0;0;;;Application store
Credit Application Credit Officer;instance13;START;Credit application received;248.70509918513878;248.70509918513878;248.70509918513878;0.0;0.0;0;0;;Application store;
Credit Application Credit Officer;instance12;activity;Assess application;231.9935861539005;231.9935861539005;254.07611225536698;0.0;22.08252610146647;5;22.08252610146647;Credit Officer;;
Credit Application Clerk;instance13;activity;Send e-mail to customer;248.70509918513878;248.70509918513878;257.94131330402683;0.0;9.236214118888054;5;4.618107059444027;Clerk;;
Credit Application Clerk;instance13;END;Customer notified;257.94131330402683;257.94131330402683;257.94131330402683;0.0;0.0;0;0;;;
Credit Application Clerk;instance14;START;Credit application received;260.7697733340177;260.7697733340177;260.7697733340177;0.0;0.0;0;0;;;
Credit Application Credit Officer;instance12;activity;Notify rejection;254.07611225536698;254.07611225536698;265.0257552173372;0.0;10.949642961970211;5;10.949642961970211;Credit Officer;;
Credit Application Credit Officer;instance12;activity;Receive customer feedback;265.0257552173372;265.0257552173372;265.0257552173372;0.0;0;0;0;;;
Credit Application Clerk;instance14;activity;Check income sources;260.7697733340177;260.7697733340177;266.7287365090713;0.0;5.958963175053616;5;2.979481587526808;Clerk;;
Credit Application Clerk;instance14;activity;Check credit history;260.7697733340177;260.7697733340177;268.65213029582617;0.0;7.882356961808432;5;3.941178480904216;Clerk;;
Credit Application Clerk;instance14;intermediate;Credit Application checked;268.65213029582617;268.65213029582617;268.65213029582617;0.0;0.0;0;0;;;Application store
Credit Application Credit Officer;instance14;START;Credit application received;268.65213029582617;268.65213029582617;268.65213029582617;0.0;0.0;0;0;;Application store;
Credit Application Credit Officer;instance13;activity;Assess application;248.70509918513878;248.70509918513878;268.7344518077855;0.0;20.02935262264674;5;20.02935262264674;Credit Officer;;
Credit Application Clerk;instance15;START;Credit application received;279.89441413166145;279.89441413166145;279.89441413166145;0.0;0.0;0;0;;;
Credit Application Clerk;instance14;activity;Send e-mail to customer;268.65213029582617;268.65213029582617;282.2315860469795;0.0;13.57945575115333;5;6.789727875576665;Clerk;;
Credit Application Clerk;instance14;END;Customer notified;282.2315860469795;282.2315860469795;282.2315860469795;0.0;0.0;0;0;;;
Credit Application Credit Officer;instance12;activity;Assess application;265.0257552173372;265.0257552173372;285.26662896917276;0.0;20.24087375183555;5;20.24087375183555;Credit Officer;;
Credit Application Clerk;instance15;activity;Check credit history;279.89441413166145;279.89441413166145;290.67221272471903;0.0;10.777798593057557;5;5.388899296528779;Clerk;;
Credit Application Credit Officer;instance14;activity;Assess application;268.65213029582617;268.7344518077855;290.7661310224103;0.08232151195932147;22.03167921462483;5;22.03167921462483;Credit Officer;;
Credit Application Clerk;instance15;activity;Check income sources;279.89441413166145;279.89441413166145;292.31212607379484;0.0;12.417711942133383;5;6.208855971066692;Clerk;;
Credit Application Clerk;instance15;intermediate;Credit Application checked;292.31212607379484;292.31212607379484;292.31212607379484;0.0;0.0;0;0;;;Application store
Credit Application Credit Officer;instance15;START;Credit application received;292.31212607379484;292.31212607379484;292.31212607379484;0.0;0.0;0;0;;Application store;
Credit Application Credit Officer;instance13;activity;Make credit offer;268.7344518077855;285.26662896917276;296.2986769425013;16.532177161387267;11.03204797332856;5;11.03204797332856;Credit Officer;;
Credit Application Credit Officer;instance13;END;Credit application processed;296.2986769425013;296.2986769425013;296.2986769425013;0.0;0.0;0;0;;;
Credit Application Clerk;instance16;START;Credit application received;298.5367102267495;298.5367102267495;298.5367102267495;0.0;0.0;0;0;;;
Credit Application Credit Officer;instance12;activity;Make credit offer;285.26662896917276;290.7661310224103;301.93296322003056;5.499502053237563;11.166832197620224;5;11.166832197620224;Credit Officer;;
Credit Application Credit Officer;instance12;END;Credit application processed;301.93296322003056;301.93296322003056;301.93296322003056;0.0;0.0;0;0;;;
Credit Application Clerk;instance15;activity;Send e-mail to customer;292.31212607379484;292.31212607379484;304.17956341823566;0.0;11.86743734444079;5;5.933718672220395;Clerk;;
Credit Application Clerk;instance15;END;Customer notified;304.17956341823566;304.17956341823566;304.17956341823566;0.0;0.0;0;0;;;
Credit Application Credit Officer;instance14;activity;Make credit offer;290.7661310224103;296.2986769425013;305.7881725136504;5.532545920090968;9.489495571149119;5;9.489495571149119;Credit Officer;;
Credit Application Credit Officer;instance14;END;Credit application processed;305.7881725136504;305.7881725136504;305.7881725136504;0.0;0.0;0;0;;;
Credit Application Clerk;instance16;activity;Check credit history;298.5367102267495;298.5367102267495;307.613929368374;0.0;9.077219141624498;5;4.538609570812249;Clerk;;
Credit Application Clerk;instance16;activity;Check income sources;298.5367102267495;298.5367102267495;311.7334449204642;0.0;13.196734693714664;5;6.598367346857332;Clerk;;
Credit Application Clerk;instance16;intermediate;Credit Application checked;311.7334449204642;311.7334449204642;311.7334449204642;0.0;0.0;0;0;;;Application store
Credit Application Credit Officer;instance16;START;Credit application received;311.7334449204642;311.7334449204642;311.7334449204642;0.0;0.0;0;0;;Application store;
Credit Application Clerk;instance17;START;Credit application received;318.84261189956413;318.84261189956413;318.84261189956413;0.0;0.0;0;0;;;
Credit Application Credit Officer;instance15;activity;Assess application;292.31212607379484;301.93296322003056;322.3352108302245;9.620837146235715;20.402247610193957;5;20.402247610193957;Credit Officer;;
Credit Application Clerk;instance16;activity;Send e-mail to customer;311.7334449204642;311.7334449204642;325.3753120555787;0.0;13.641867135114541;5;6.820933567557271;Clerk;;
Credit Application Clerk;instance16;END;Customer notified;325.3753120555787;325.3753120555787;325.3753120555787;0.0;0.0;0;0;;;
Credit Application Clerk;instance17;activity;Check credit history;318.84261189956413;318.84261189956413;328.70036486391973;0.0;9.857752964355615;5;4.928876482177808;Clerk;;
Credit Application Credit Officer;instance15;activity;Make credit offer;322.3352108302245;322.3352108302245;328.99604899416175;0.0;6.660838163937234;5;6.660838163937234;Credit Officer;;
Credit Application Credit Officer;instance15;END;Credit application processed;328.99604899416175;328.99604899416175;328.99604899416175;0.0;0.0;0;0;;;
Credit Application Clerk;instance17;activity;Check income sources;318.84261189956413;318.84261189956413;329.6636168876452;0.0;10.82100498808106;5;5.41050249404053;Clerk;;
Credit Application Clerk;instance17;intermediate;Credit Application checked;329.6636168876452;329.6636168876452;329.6636168876452;0.0;0.0;0;0;;;Application store
Credit Application Credit Officer;instance17;START;Credit application received;329.6636168876452;329.6636168876452;329.6636168876452;0.0;0.0;0;0;;Application store;
Credit Application Credit Officer;instance16;activity;Assess application;311.7334449204642;311.7334449204642;333.19539780712995;0.0;21.461952886665745;5;21.461952886665745;Credit Officer;;
Credit Application Clerk;instance17;activity;Send e-mail to customer;329.6636168876452;329.6636168876452;337.4892294979447;0.0;7.8256126102994426;5;3.9128063051497213;Clerk;;
Credit Application Clerk;instance17;END;Customer notified;337.4892294979447;337.4892294979447;337.4892294979447;0.0;0.0;0;0;;;
Credit Application Clerk;instance18;START;Credit application received;339.0868463468188;339.0868463468188;339.0868463468188;0.0;0.0;0;0;;;
Credit Application Credit Officer;instance16;activity;Make credit offer;333.19539780712995;333.19539780712995;341.10117279312664;0.0;7.905774985996688;5;7.905774985996688;Credit Officer;;
Credit Application Credit Officer;instance16;END;Credit application processed;341.10117279312664;341.10117279312664;341.10117279312664;0.0;0.0;0;0;;;
Credit Application Clerk;instance18;activity;Check income sources;339.0868463468188;339.0868463468188;345.6983041986382;0.0;6.61145785181941;5;3.305728925909705;Clerk;;
Credit Application Clerk;instance18;activity;Check credit history;339.0868463468188;339.0868463468188;349.78250439020536;0.0;10.695658043386596;5;5.347829021693298;Clerk;;
Credit Application Clerk;instance18;intermediate;Credit Application checked;349.78250439020536;349.78250439020536;349.78250439020536;0.0;0.0;0;0;;;Application store
Credit Application Credit Officer;instance18;START;Credit application received;349.78250439020536;349.78250439020536;349.78250439020536;0.0;0.0;0;0;;Application store;
Credit Application Credit Officer;instance17;activity;Assess application;329.6636168876452;329.6636168876452;351.2642017846242;0.0;21.60058489697903;5;21.60058489697903;Credit Officer;;
Credit Application Clerk;instance19;START;Credit application received;360.3940573863343;360.3940573863343;360.3940573863343;0.0;0.0;0;0;;;
Credit Application Clerk;instance18;activity;Send e-mail to customer;349.78250439020536;349.78250439020536;363.75018175065617;0.0;13.967677360450832;5;6.983838680225416;Clerk;;
Credit Application Clerk;instance18;END;Customer notified;363.75018175065617;363.75018175065617;363.75018175065617;0.0;0.0;0;0;;;
Credit Application Credit Officer;instance17;activity;Notify rejection;351.2642017846242;351.2642017846242;364.0559091868799;0.0;12.791707402255671;5;12.791707402255671;Credit Officer;;
Credit Application Credit Officer;instance17;activity;Receive customer feedback;364.0559091868799;364.0559091868799;364.0559091868799;0.0;0;0;0;;;
Credit Application Credit Officer;instance17;END;Credit application processed;364.0559091868799;364.0559091868799;364.0559091868799;0.0;0.0;0;0;;;
Credit Application Credit Officer;instance18;activity;Assess application;349.78250439020536;349.78250439020536;370.1232277150326;0.0;20.340723324827238;5;20.340723324827238;Credit Officer;;
Credit Application Clerk;instance19;activity;Check income sources;360.3940573863343;360.3940573863343;371.5021596129966;0.0;11.1081022266623;5;5.55405111333115;Clerk;;
Credit Application Clerk;instance19;activity;Check credit history;360.3940573863343;360.3940573863343;372.63042178994027;0.0;12.236364403605975;5;6.118182201802988;Clerk;;
Credit Application Clerk;instance19;intermediate;Credit Application checked;372.63042178994027;372.63042178994027;372.63042178994027;0.0;0.0;0;0;;;Application store
Credit Application Credit Officer;instance19;START;Credit application received;372.63042178994027;372.63042178994027;372.63042178994027;0.0;0.0;0;0;;Application store;
Credit Application Credit Officer;instance18;activity;Make credit offer;370.1232277150326;370.1232277150326;376.9419292346833;0.0;6.818701519650707;5;6.818701519650707;Credit Officer;;
Credit Application Credit Officer;instance18;END;Credit application processed;376.9419292346833;376.9419292346833;376.9419292346833;0.0;0.0;0;0;;;
Credit Application Clerk;instance20;START;Credit application received;379.40776927804137;379.40776927804137;379.40776927804137;0.0;0.0;0;0;;;
Credit Application Clerk;instance20;activity;Check income sources;379.40776927804137;379.40776927804137;382.81846331493483;0.0;3.410694036893485;5;1.7053470184467425;Clerk;;
Credit Application Clerk;instance19;activity;Send e-mail to customer;372.63042178994027;372.63042178994027;384.11479600791023;0.0;11.484374217969952;5;5.742187108984976;Clerk;;
Credit Application Clerk;instance19;END;Customer notified;384.11479600791023;384.11479600791023;384.11479600791023;0.0;0.0;0;0;;;
Credit Application Clerk;instance20;activity;Check credit history;379.40776927804137;379.40776927804137;389.73759496731276;0.0;10.329825689271381;5;5.1649128446356904;Clerk;;
